SKU,Name,"Selling Price","Wholesale Price","Cost Price",Quantity,Description,Barcode,Category,Brand,Warehouse,Vendor,"Alert Qty",Unit,Status,Weight,"Retail Margin","Wholesale Margin","Sample Code",Variations
LMOFIDP,"Id Pouch",26.74,24.51,0.00,0,,,,,,,5,pcs,active,0.53,0.00,0.00,,[]
LMPPD,"Photo Paper Double Side",480.00,440.00,0.00,0,,,,,,,5,pcs,active,0.58,0.00,0.00,,[]
LMPPS,"Photo Paper Single Side",480.00,440.00,0.00,0,,,,,,,5,pcs,inactive,0.23,0.00,0.00,,[]
MRP,"Meter Ruller Plastic",132.00,121.00,0.00,0,,,,,,,5,pcs,active,0.21,0.00,0.00,,[]
OSCP369,"Staple Pin No 369 10Pcs",450.00,412.50,0.00,0,,,,,,,5,pcs,active,0.54,0.00,0.00,,[]
OSCPDP,"Drawing Pin",337.50,309.38,0.00,0,,,,,,,5,pcs,inactive,0.42,0.00,0.00,,[]
OSCPOP,"Office Pin",588.00,539.00,0.00,0,,,,,,,5,pcs,active,0.23,0.00,0.00,,[]
OSCPPC1,"Paper Clip Square",588.00,539.00,0.00,0,,,,,,,5,pcs,active,0.51,0.00,0.00,,[]
OSCPPC2,"Paper Clip Colour 10Pcs",714.00,654.50,0.00,0,,,,,,,5,pcs,active,0.59,0.00,0.00,,[]
OSCPPC3,"Desighn Paper Clip",200.40,183.70,0.00,0,,,,,,,5,pcs,active,0.5,0.00,0.00,,[]
OSCPPF,"Paper Fastener 50S",204.00,187.00,0.00,0,,,,,,,5,pcs,inactive,0.38,0.00,0.00,,[]
OSCPPP,"Push Pin Single",114.00,104.50,0.00,0,,,,,,,5,pcs,active,0.28,0.00,0.00,,[]
OSOACHW,"Chalk White 100Pcs",252.00,231.00,0.00,0,,,,,,,5,pcs,active,0.46,0.00,0.00,,[]
OSOAIPL,"Ink Pad Large",486.00,445.50,0.00,0,,,,,,,5,pcs,inactive,0.12,0.00,0.00,,[]
OSOAIPM,"Ink Pad Medium",222.00,203.50,0.00,0,,,,,,,5,pcs,active,0.11,0.00,0.00,,[]
OSOAIPS,"Ink Pad Small",202.50,185.63,0.00,0,,,,,,,5,pcs,inactive,0.17,0.00,0.00,,[]
OSOAPCH1,"Dl Utility Knife 3081 Small",87.00,79.75,0.00,0,,,,,,,5,pcs,active,0.48,0.00,0.00,,[]
OSOAPCH3,"Cutter Knife Heavy Duty Large",210.00,192.50,0.00,0,,,,,,,5,pcs,active,0.39,0.00,0.00,,[]
OSOAPCL,"Falcon Paper Cutter Large",438.00,401.50,0.00,0,,,,,,,5,pcs,active,0.17,0.00,0.00,,[]
OSOAPCS,"Falcon Paper Cutter Small",360.00,330.00,0.00,0,,,,,,,5,pcs,active,0.21,0.00,0.00,,[]
OSOAPIP,"Pad Inc Purple",135.60,124.30,0.00,0,,,,,,,5,pcs,active,0.08,0.00,0.00,,[]
OSOAPT,"Price Tag 10Pcs",825.00,756.25,0.00,0,,,,,,,5,pcs,active,0.52,0.00,0.00,,[]
OSOAPTM,"Price Tag Machine",1428.00,1.00,0.00,0,,,,,,,5,pcs,active,0.46,0.00,0.00,,[]
OSOATD2,"Tape Dispenser Dl20051",585.60,536.80,0.00,0,,,,,,,5,pcs,inactive,0.1,0.00,0.00,,[]
OSOAWBE1,"White Board Eraser Square",105.60,96.80,0.00,0,,,,,,,5,pcs,active,0.18,0.00,0.00,,[]
OSOAWBE2,"White Board Erazer Bee",127.50,116.88,0.00,0,,,,,,,5,pcs,active,0.5,0.00,0.00,,[]
OSOAWBE24,"White Board Erazer Smile Face 24Pcs",1296.00,1.00,0.00,0,,,,,,,5,pcs,active,0.41,0.00,0.00,,[]
OSOAWBE4,"White Board Erazer Printed",127.50,116.88,0.00,0,,,,,,,5,pcs,active,0.24,0.00,0.00,,[]
OSOAWBE7,"White Board Eraser Heart",115.20,105.60,0.00,0,,,,,,,5,pcs,active,0.02,0.00,0.00,,[]
OSOAWBE8,"White Board Eraser Bird",120.00,110.00,0.00,0,,,,,,,5,pcs,active,0.01,0.00,0.00,,[]
OSOAWBE9,"White Board Eraser 3D Smile",120.00,110.00,0.00,0,,,,,,,5,pcs,active,0.01,0.00,0.00,,[]
OSPU8230,"Puncher Dl 8230",480.00,440.00,0.00,0,,,,,,,5,pcs,active,0.37,0.00,0.00,,[]
OSPU8231,"One Hole Puncher Steel",421.20,386.10,0.00,0,,,,,,,5,pcs,inactive,0.54,0.00,0.00,,[]
OSPU8250,"Puncher Dl8250",708.00,649.00,0.00,0,,,,,,,5,pcs,active,0.31,0.00,0.00,,[]
OSSTM0102,"No 10 Stapler Machine DL 0102",285.00,261.25,0.00,0,,,,,,,5,pcs,active,0.25,0.00,0.00,,[]
OSSTM0258,"No 10 Stapler Machine DL 0258",352.50,323.13,0.00,0,,,,,,,5,pcs,active,0.14,0.00,0.00,,[]
OSSTM10,"Stapler Machine Mini 369",240.00,220.00,0.00,0,,,,,,,5,pcs,active,0.1,0.00,0.00,,[]
osstm2506,"Long Arm Stapler 2506",2970.00,2.00,0.00,0,,,,,,,5,pcs,active,0.14,0.00,0.00,,[]
PBMB1230,"Magnette Box 1230",0.00,247.50,0.00,0,,,,,,,5,pcs,active,0.05,0.00,0.00,,"[{""id"":19844,""attribute"":""Purple"",""sku"":""PBMB1230P"",""cost_price"":0,""price"":270,""wholesale_price"":0},{""id"":19843,""attribute"":""Blue"",""sku"":""PBMB1230B"",""cost_price"":0,""price"":305,""wholesale_price"":0}]"
PBMB31,"Magnette Box 6A31",564.00,517.00,0.00,0,,,,,,,5,pcs,active,0.08,0.00,0.00,,[]
PBMB45,"Magnette Box Hb45",0.00,434.50,0.00,0,,,,,,,5,pcs,active,0.1,0.00,0.00,,"[{""id"":19846,""attribute"":""Pink"",""sku"":""PBMB45P"",""cost_price"":0,""price"":474,""wholesale_price"":0},{""id"":19845,""attribute"":""Blue"",""sku"":""PBMB45B"",""cost_price"":0,""price"":535,""wholesale_price"":0}]"
PBMB6363,"Magnette Box 6363",0.00,533.50,0.00,0,,,,,,,5,pcs,active,0.07,0.00,0.00,,"[{""id"":19842,""attribute"":""Green"",""sku"":""PBMB6363G"",""cost_price"":0,""price"":582,""wholesale_price"":0},{""id"":19841,""attribute"":""Pink"",""sku"":""PBMB6363P"",""cost_price"":0,""price"":655,""wholesale_price"":0}]"
PBMB8142,"Magnette Box 8142",0.00,440.00,0.00,0,,,,,,,5,pcs,active,0.06,0.00,0.00,,"[{""id"":19834,""attribute"":""Purple"",""sku"":""PBMB8142P"",""cost_price"":0,""price"":480,""wholesale_price"":0},{""id"":19833,""attribute"":""Blue"",""sku"":""PBMB8142B"",""cost_price"":0,""price"":540,""wholesale_price"":0}]"
PBX5772,"Pencil Box 5772",0.00,935.02,0.00,0,,,,,,,5,pcs,active,0.07,0.00,0.00,,"[{""id"":19832,""attribute"":""Light Blue"",""sku"":""PBX5772"",""cost_price"":0,""price"":1020,""wholesale_price"":0},{""id"":19831,""attribute"":""Blue"",""sku"":""PBX5772"",""cost_price"":0,""price"":1020,""wholesale_price"":0},{""id"":19830,""attribute"":""Black"",""sku"":""PBX5772"",""cost_price"":0,""price"":0,""wholesale_price"":0}]"
PCP100,"Photo Copy Paper 100 Sheets",240.00,220.00,0.00,0,,,,,,,5,pcs,active,0.3,0.00,0.00,,[]
PCPA4100,"A4 Paper 100 Sheets",300.00,275.00,0.00,0,,,,,,,5,pcs,active,0.44,0.00,0.00,,[]
PCPA481,"Double A A4 Copy Paper 80 Gsm",1860.00,1.00,0.00,0,,,,,,,5,pcs,active,0.51,0.00,0.00,,[]
PCPA4FA80,"Falcon Copy Paper A4 80 GSM",1140.00,1045.00,0.00,0,,,,,,,5,pcs,inactive,0.17,0.00,0.00,,[]
PENCL,"Liner Colour Pen 6Pcs",522.00,478.50,0.00,0,,,,,,,5,pcs,active,0.07,0.00,0.00,,[]
PENCRA,"Colour Pen Rabbit",132.00,121.00,0.00,0,,,,,,,5,pcs,inactive,0.08,0.00,0.00,,[]
PENHWL,"Pen Holder Wooden Large",264.00,242.00,0.00,0,,,,,,,5,pcs,active,0.07,0.00,0.00,,[]
PENHWS,"Pen Holder Wooden Small",228.00,209.00,0.00,0,,,,,,,5,pcs,active,0.08,0.00,0.00,,[]
PENPHFS3336,"Pen Holders Bunny",169.20,155.10,0.00,0,,,,,,,5,pcs,active,0.07,0.00,0.00,,[]
PENPHFS3337,"Pen Holders Ovel",277.20,254.10,0.00,0,,,,,,,5,pcs,inactive,0.05,0.00,0.00,,[]
PENPHFS3367,"Pen Holders Kity",200.40,183.70,0.00,0,,,,,,,5,pcs,inactive,0.04,0.00,0.00,,[]
PENPHFS3368,"Pen Holders Design",177.60,162.80,0.00,0,,,,,,,5,pcs,active,0.05,0.00,0.00,,[]
PENPHFS3370,"Pen Holders 8179",0.00,155.10,0.00,0,,,,,,,5,pcs,active,0.05,0.00,0.00,,"[{""id"":19840,""attribute"":""Green"",""sku"":""PENPHFS3370G"",""cost_price"":0,""price"":169.2,""wholesale_price"":0},{""id"":19839,""attribute"":""White"",""sku"":""PENPHFS3370W"",""cost_price"":0,""price"":169.2,""wholesale_price"":0},{""id"":19838,""attribute"":""Pink"",""sku"":""PENPHFS3370P"",""cost_price"":0,""price"":190,""wholesale_price"":0}]"
PENPHFS3371,"Pen Holders 8189",0.00,155.10,0.00,0,,,,,,,5,pcs,active,0.08,0.00,0.00,,"[{""id"":19837,""attribute"":""Green"",""sku"":""PENPHFS3371G"",""cost_price"":0,""price"":169.2,""wholesale_price"":0},{""id"":19836,""attribute"":""Pink"",""sku"":""PENPHFS3371P"",""cost_price"":0,""price"":169.2,""wholesale_price"":0},{""id"":19835,""attribute"":""Gray"",""sku"":""PENPHFS3371GR"",""cost_price"":0,""price"":190,""wholesale_price"":0}]"
PENPHFS714,"Photo Frame",223.20,204.60,0.00,0,,,,,,,5,pcs,active,0.08,0.00,0.00,,[]
PNCAL,"Alisun 2B Pencil 10Pcs",443.52,406.56,0.00,0,,,,,,,5,pcs,active,0.05,0.00,0.00,,[]
PNCB178,"Brick Pencil 3 In 1",238.80,218.90,0.00,0,,,,,,,5,pcs,active,0.06,0.00,0.00,,[]
PNCB2111,"Brick Pencil Card Qy 17",250.00,220.00,0.00,0,,,,,,,5,pcs,active,0.04,0.00,0.00,,[]
PNCB2210,"Brick Pencil Heart",246.00,225.50,0.00,0,,,,,,,5,pcs,active,0.05,0.00,0.00,,[]
PNCBP,"Black Peps HB Pencils 12Pcs",322.56,295.68,0.00,0,,,,,,,5,pcs,active,0.06,0.00,0.00,,[]
PNCBT,"Black Triangle HB Pencil 12Pcs",315.84,289.52,0.00,0,,,,,,,5,pcs,active,0.09,0.00,0.00,,[]
PNCD8819,"Touch Pencil 8819 (36)",4320.00,3.00,0.00,0,,,,,,,5,pcs,inactive,0.07,0.00,0.00,,[]
PNCDR,"Drawing Pencil Set 12Pcs",460.80,422.40,0.00,0,,,,,,,5,pcs,active,0.07,0.00,0.00,,[]
PNCF,"Fusion HB Pencile 12Pcs",315.84,289.52,0.00,0,,,,,,,5,pcs,active,0.06,0.00,0.00,,[]
PNCG6,"USA Gold Pencil 6Pcs",108.00,99.00,0.00,0,,,,,,,5,pcs,inactive,0.04,0.00,0.00,,[]
PNCGL,"Glory HB Pencil 12Pcs",443.52,406.56,0.00,0,,,,,,,5,pcs,active,0.06,0.00,0.00,,[]
PNCK,"Karbon HB Pencil 12Pcs",362.88,332.64,0.00,0,,,,,,,5,pcs,active,0.07,0.00,0.00,,[]
PNCMB,"Mummas Boy HB Pencile 12Pcs",315.84,289.52,0.00,0,,,,,,,5,pcs,active,0.06,0.00,0.00,,[]
PNCNS506,"Non Sharpening Pencil 506 48Pcs",2736.00,2.00,0.00,0,,,,,,,5,pcs,inactive,0.35,0.00,0.00,,[]
PNCNS510,"Non Sharpening Pencil 510 48Pcs",2736.00,2.00,0.00,0,,,,,,,5,pcs,inactive,0.34,0.00,0.00,,[]
PNCNS7001,"Non Sharpening Pencil 7001 48Pcs",2736.00,2.00,0.00,0,,,,,,,5,pcs,inactive,0.28,0.00,0.00,,[]
PNCV,"Vneed Yellow HB Pencil 12Pcs",270.00,247.50,0.00,0,,,,,,,5,pcs,active,0.08,0.00,0.00,,[]
PNCX1,"X1 HB Pencile 12Pcs",288.96,264.88,0.00,0,,,,,,,5,pcs,active,0.06,0.00,0.00,,[]
PNCYT,"Yellow Trangle Pencil 12Pcs",489.60,448.80,0.00,0,,,,,,,5,pcs,active,0.1,0.00,0.00,,[]
PP8970,"Pencil Purse 8970",888.00,814.00,0.00,0,,,,,,,5,pcs,active,0.1,0.00,0.00,,[]
PPBZ,"Pencil Purse Big Ziper",780.00,715.00,0.00,0,,,,,,,5,pcs,active,0.07,0.00,0.00,,[]
PPPB,"Poster Papers Blue",17.40,15.95,0.00,0,,,,,,,5,pcs,active,0.13,0.00,0.00,,[]
PPPG,"Poster Papers Green",17.40,15.95,0.00,0,,,,,,,5,pcs,active,0.46,0.00,0.00,,[]
PPPP,"Poster Papers Pink",17.40,15.95,0.00,0,,,,,,,5,pcs,active,0.07,0.00,0.00,,[]
PPPW,"Poster Papers White",17.40,15.95,0.00,0,,,,,,,5,pcs,active,0.52,0.00,0.00,,[]
PPPY,"Poster Papers Yellow",17.40,15.95,0.00,0,,,,,,,5,pcs,active,0.36,0.00,0.00,,[]
PPU,"Pencil Purse Unicorn",36.00,33.00,0.00,0,,,,,,,5,pcs,active,0.05,0.00,0.00,,[]
RR8930,"Desighn Ruler 30Cm 8930",85.20,78.10,0.00,0,,,,,,,5,pcs,active,0.05,0.00,0.00,,[]
RRMT,"Mesharing Tape",37.20,34.10,0.00,0,,,,,,,5,pcs,inactive,0.1,0.00,0.00,,[]
RRR,"Rotating Ruuler 15Cm",54.00,49.50,0.00,0,,,,,,,5,pcs,active,0.5,0.00,0.00,,[]
RRW15,"Wooden Ruler 15Cm",30.00,27.50,0.00,0,,,,,,,5,pcs,active,0.04,0.00,0.00,,[]
RRW30,"Wooden Ruler 30Cm",45.60,41.80,0.00,0,,,,,,,5,pcs,inactive,0.02,0.00,0.00,,[]
SHD811,"Double Sharpner 811",104.40,95.70,0.00,0,,,,,,,5,pcs,active,0.26,0.00,0.00,,[]
SS160,"Scissors 160Mm",252.00,231.00,0.00,0,,,,,,,5,pcs,active,0.13,0.00,0.00,,[]
SS190,"Scissors 190Mm",366.00,335.50,0.00,0,,,,,,,5,pcs,active,0.12,0.00,0.00,,[]
SSB508,"Baby Scissor 508B",130.01,119.17,0.00,0,,,,,,,5,pcs,active,0.05,0.00,0.00,,[]
SSCS24,"Scissor Small",81.60,74.80,0.00,0,,,,,,,5,pcs,active,0.13,0.00,0.00,,[]
SSCSK,"Kitchen Scissors 240Mm",408.00,374.00,0.00,0,,,,,,,5,pcs,active,0.12,0.00,0.00,,[]
SSK180,"Scissor Kangaroo 185Mm",972.00,891.00,0.00,0,,,,,,,5,pcs,active,0.18,0.00,0.00,,[]
STC34,"Sticker Card Smile 34",96.00,88.00,0.00,0,,,,,,,5,pcs,active,0.19,0.00,0.00,,[]
STK7676ST,"76X76 Stickey Note Strip",120.00,110.00,0.00,0,,,,,,,5,pcs,active,3.36,0.00,0.00,,[]
STLYQ003,"Sticker Mickey",210.00,192.50,0.00,0,,,,,,,5,pcs,active,0.15,0.00,0.00,,[]
STLYQ004,"Sticker Poo",210.00,192.50,0.00,0,,,,,,,5,pcs,active,0.52,0.00,0.00,,[]
STLYQ005,"Sticker Princess",210.00,192.50,0.00,0,,,,,,,5,pcs,active,0.46,0.00,0.00,,[]
STLYQ006,"Sticker Sofia",210.00,192.50,0.00,0,,,,,,,5,pcs,active,0.22,0.00,0.00,,[]
STLYQ012,"Sticker Ben Ten",210.00,192.50,0.00,0,,,,,,,5,pcs,active,0.11,0.00,0.00,,[]
STLYQ013,"Sticker Tom And Jerry",210.00,192.50,0.00,0,,,,,,,5,pcs,active,0.55,0.00,0.00,,[]
STLYQ017,"Sticker Butterfly",210.00,192.50,0.00,0,,,,,,,5,pcs,active,0.17,0.00,0.00,,[]
STN7676D,"Design Stickey Note 76X76",134.40,123.20,0.00,0,,,,,,,5,pcs,active,3.35,0.00,0.00,,[]
STN7676LU,"76X76 Stickey Note Luminer",108.00,99.00,0.00,0,,,,,,,5,pcs,active,3.89,0.00,0.00,,[]
STN7676MC,"76X76 Stickey Note Multy Colour",117.60,107.80,0.00,0,,,,,,,5,pcs,active,2.81,0.00,0.00,,[]
STN7676SC,"76X76 Stickey Note Yellow",62.40,57.20,0.00,0,,,,,,,5,pcs,inactive,1.6,0.00,0.00,,[]
STNARR,"Sticky Notes Arrow",90.00,82.50,0.00,0,,,,,,,5,pcs,active,0.31,0.00,0.00,,[]
STNBFA,"Sticky Note Card 12Pcs",844.80,774.40,0.00,0,,,,,,,5,pcs,active,0.53,0.00,0.00,,[]
STNBSM,"Stickey Smile 12Pcs",130.80,119.90,0.00,0,,,,,,,5,pcs,inactive,0.81,0.00,0.00,,[]
STNHEART,"Sticky Notes Heart",123.60,113.30,0.00,0,,,,,,,5,pcs,active,0.42,0.00,0.00,,[]
STNSN,"Name Sticker Normal",168.00,154.00,0.00,0,,,,,,,5,pcs,active,0.4,0.00,0.00,,[]
STNSS,"Name Sticker Shine",180.00,165.00,0.00,0,,,,,,,5,pcs,active,0.53,0.00,0.00,,[]
STNTRA,"Sticky Notes Transperant 75*75",200.40,183.70,0.00,0,,,,,,,5,pcs,active,0.61,0.00,0.00,,[]
STPWMDU,"Punch Wall Sticker Medium Duck",132.00,121.00,0.00,0,,,,,,,5,pcs,active,0.33,0.00,0.00,,[]
STPWSPH,"Punch Wall Sticker Small Phoo",72.00,66.00,0.00,0,,,,,,,5,pcs,active,0.17,0.00,0.00,,[]
STRDBXS,"Room Decor Butterfly X Small",204.00,187.00,0.00,0,,,,,,,5,pcs,active,0.52,0.00,0.00,,[]
STSG,"Sticker Sheet A4 Gloss",1320.00,1.00,0.00,0,,,,,,,5,pcs,inactive,0.24,0.00,0.00,,[]
STSM,"Sticker Sheet A4 Mat",1320.00,1.00,0.00,0,,,,,,,5,pcs,inactive,0.31,0.00,0.00,,[]
STST,"Star Sticker Small 10Pcs",124.80,114.40,0.00,0,,,,,,,5,pcs,active,0.36,0.00,0.00,,[]
WB32,"White Board",0.00,0.00,0.00,0,,,,,,,5,pcs,inactive,0.35,0.00,0.00,,[]
WBP15004,"Water Bottle 1500Ml 4 In 1",2016.00,1.00,0.00,0,,,,,,,5,pcs,active,0.51,0.00,0.00,,[]
WBP3345,"Water Bottle (FS33-45)",1014.00,929.50,0.00,0,,,,,,,5,pcs,active,0.26,0.00,0.00,,[]
WBP3351,"Water Bottle (FS33-51)",876.00,803.00,0.00,0,,,,,,,5,pcs,active,0.72,0.00,0.00,,[]
WBP4028,"Water Bottle Plastic (FS40-28)",1197.60,1097.80,0.00,0,,,,,,,5,pcs,active,0.47,0.00,0.00,,[]
WBP4033,"Water Bottle (FS40-33)",954.00,874.50,0.00,0,,,,,,,5,pcs,active,0.43,0.00,0.00,,[]
WBP4054,"Water Bottle 4054",960.00,880.00,0.00,0,,,,,,,5,pcs,active,0.36,0.00,0.00,,[]
WBP6101,"Water Bottle 6101",255.36,234.08,0.00,0,,,,,,,5,pcs,active,0.37,0.00,0.00,,[]
WBPK3308,"Water Bottle Kids 3308",2073.60,1.00,0.00,0,,,,,,,5,pcs,active,0.57,0.00,0.00,,[]
WBPK3309,"Water Bottle Kids 3309 (FS33-09)",2150.40,1.00,0.00,0,,,,,,,5,pcs,active,0.2,0.00,0.00,,[]
WBV8823,"Vacuum Water Bottle 8823 700ML (FS40-14)",2918.40,2.00,0.00,0,,,,,,,5,pcs,active,0.32,0.00,0.00,,[]
WBVF40-17,"Vacuum Water Bottle 500ml (FS40-17)",2088.00,1.00,0.00,0,,,,,,,5,pcs,active,0.56,0.00,0.00,,[]
WBVF4018,"Vacuum Water Bottle 350Ml (4018)",2304.00,2.00,0.00,0,,,,,,,5,pcs,active,0.53,0.00,0.00,,[]
WBVF40-21,"Vaccum Water Bottle 650ml (FS40-21)",2304.00,2.00,0.00,0,,,,,,,5,pcs,active,0.46,0.00,0.00,,[]
WBVF40-36,"Vacuum Water Bottle 800ml (FS40-36)",3024.00,2.00,0.00,0,,,,,,,5,pcs,active,0.51,0.00,0.00,,[]
WBVF40-5,"Vaccum Water Bottle (FS40-5) 500Ml",1872.00,1.00,0.00,0,,,,,,,5,pcs,active,0.58,0.00,0.00,,[]
WBVF40-51,"Vacuum Water Bottle 800ml (FS40-51)",2400.00,2.00,0.00,0,,,,,,,5,pcs,active,0.31,0.00,0.00,,[]
WBVF40-8,"Vacuum Water Bottle 800ml (FS40-8)",2016.00,1.00,0.00,0,,,,,,,5,pcs,active,0.46,0.00,0.00,,[]
WBVF40-9,"Vacuum Water Bottle 1000ml (FS40-9)",2232.00,2.00,0.00,0,,,,,,,5,pcs,active,0.29,0.00,0.00,,[]
Z124,"Art Brush",135.00,110.00,0.00,0,,,,,,,5,pcs,active,0.04,0.00,0.00,,[]
APPAS36,"Pastal Pentium 36Pcs",566.40,519.20,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,[]
PENSMA,"Supra Play Smart Pen 10pcs",930.00,852.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
PENBGB,"Supra B&G Blue Pen 10pcs",930.00,852.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
PENBGW,"Supra B&G White Pen 10pcs",930.00,852.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
PENMYXB,"Supra MYX Pen 10pcs",900.00,825.00,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
HLCL5,"Cluch Highlighter",2304.00,2.00,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
APWCPL,"Water Colour Palette Set DY-1",354.00,324.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
WBV2051,"Vacuum Water Bottle 2051",1848.00,1.00,0.00,0,,,,,,,5,pcs,active,0.4,0.00,0.00,,[]
WBN0290,"Water Bottle (N0290)",1120.00,913.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,[]
WBN0011,"Water Bottle N0011",996.00,913.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,[]
WBVF4050,"Vacuum Water Bottle 1000ml (FS40-50)",2865.00,2333.10,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,[]
WBV530,"Vacuum Water Bottle WBV530",1500.00,1.00,0.00,0,,,,,,,5,pcs,active,0.4,0.00,0.00,,[]
WBV10-320,"Vacuum Water Bottle 1000ml (10-320)",2115.00,1721.50,0.00,0,,,,,,,5,pcs,active,0.4,0.00,0.00,,[]
WBN0866,"Plastic Water Bottle 600ML (N0866)",0.00,0.00,0.00,0,,,,,,,5,pcs,active,0.4,0.00,0.00,,"[{""id"":18890,""attribute"":""Orange"",""sku"":""WBN0866O"",""cost_price"":0,""price"":1120,""wholesale_price"":0},{""id"":18889,""attribute"":""Blue"",""sku"":""WBN0866B"",""cost_price"":0,""price"":1120,""wholesale_price"":0}]"
WBV1121,"Vacuum Water Bottle 500ml (11-21)",1110.00,902.00,0.00,0,,,,,,,5,pcs,active,0.2,0.00,0.00,,[]
WBV577,"Vacuum Water Bottle 750ml (5-77)",2025.00,1650.00,0.00,0,,,,,,,5,pcs,active,0.4,0.00,0.00,,[]
WBN0555,"Water Bottle N0555",1120.00,914.10,0.00,0,,,,,,,5,pcs,active,0.2,0.00,0.00,,[]
WBV11-168,"Vacuum Water Bottle 800ml (11-168)",1945.00,1584.00,0.00,0,,,,,,,5,pcs,active,0.4,0.00,0.00,,[]
