SKU,Name,"Selling Price","Wholesale Price","Cost Price",Quantity,Description,Barcode,Category,Brand,Warehouse,Vendor,"Alert Qty",Unit,Status,Weight,"Retail Margin","Wholesale Margin","Sample Code",Variations
STA4,"Sticker A4",0.00,0.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,"[{""id"":20154,""attribute"":""Fiona"",""sku"":""STA4FI"",""cost_price"":0,""price"":26.4,""wholesale_price"":0},{""id"":20153,""attribute"":""Poo"",""sku"":""STA4POO"",""cost_price"":0,""price"":26.4,""wholesale_price"":0},{""id"":20152,""attribute"":""Plane"",""sku"":""STA4PL"",""cost_price"":0,""price"":26.4,""wholesale_price"":0},{""id"":20151,""attribute"":""Cars"",""sku"":""STA4CA"",""cost_price"":0,""price"":26.4,""wholesale_price"":0},{""id"":19436,""attribute"":""Tom &amp; Jerry"",""sku"":""STA4TAJ"",""cost_price"":0,""price"":26.4,""wholesale_price"":0},{""id"":19435,""attribute"":""Spider Man"",""sku"":""STA4SM"",""cost_price"":0,""price"":26.4,""wholesale_price"":0},{""id"":19434,""attribute"":""Smile"",""sku"":""STA4S"",""cost_price"":0,""price"":26.4,""wholesale_price"":0},{""id"":19433,""attribute"":""Princess"",""sku"":""STA4P"",""cost_price"":0,""price"":26.4,""wholesale_price"":0},{""id"":19432,""attribute"":""Flowers"",""sku"":""STA4F"",""cost_price"":0,""price"":26.4,""wholesale_price"":0},{""id"":19431,""attribute"":""Dora"",""sku"":""STA4D"",""cost_price"":0,""price"":26.4,""wholesale_price"":0},{""id"":19430,""attribute"":""Butterfly"",""sku"":""STA4BF"",""cost_price"":0,""price"":26.4,""wholesale_price"":0},{""id"":19429,""attribute"":""Ben 10"",""sku"":""STA4BT"",""cost_price"":0,""price"":26.4,""wholesale_price"":0}]"
FMH,"Magazine Holder",0.00,0.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,"[{""id"":19453,""attribute"":""Yellow, 3 Inch"",""sku"":""FMH3YY"",""cost_price"":0,""price"":390,""wholesale_price"":0},{""id"":19450,""attribute"":""Red, 3 Inch"",""sku"":""FMH4Y"",""cost_price"":0,""price"":414,""wholesale_price"":0},{""id"":19449,""attribute"":""Black, 6 Inch"",""sku"":""FMH6RBL"",""cost_price"":0,""price"":502.5,""wholesale_price"":0},{""id"":19447,""attribute"":""Green, 3 Inch"",""sku"":""FMH3YG"",""cost_price"":0,""price"":390,""wholesale_price"":0},{""id"":19446,""attribute"":""Blue, 6 Inch"",""sku"":""FMH6Y"",""cost_price"":0,""price"":502.5,""wholesale_price"":0},{""id"":19445,""attribute"":""Blue, 4 Inch"",""sku"":""FMH4YB"",""cost_price"":0,""price"":414,""wholesale_price"":0},{""id"":19443,""attribute"":""Light Blue, 6 Inch"",""sku"":""FMH6RLB"",""cost_price"":0,""price"":502.5,""wholesale_price"":0},{""id"":19442,""attribute"":""Black, 4 Inch"",""sku"":""FMH4YBL"",""cost_price"":0,""price"":414,""wholesale_price"":0},{""id"":19441,""attribute"":""Black, 3 Inch"",""sku"":""FMH3R"",""cost_price"":0,""price"":390,""wholesale_price"":0}]"
FBS,"Business File",0.00,0.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,"[{""id"":19470,""attribute"":""FC, Green"",""sku"":""FBS"",""cost_price"":0,""price"":90,""wholesale_price"":0},{""id"":19469,""attribute"":""FC, White"",""sku"":""FBS"",""cost_price"":0,""price"":90,""wholesale_price"":0},{""id"":19468,""attribute"":""FC, Pink"",""sku"":""FBSFCPI"",""cost_price"":0,""price"":90,""wholesale_price"":0},{""id"":19467,""attribute"":""FC, Gray"",""sku"":""FBS"",""cost_price"":0,""price"":90,""wholesale_price"":0},{""id"":19466,""attribute"":""FC, Blue"",""sku"":""FBS"",""cost_price"":0,""price"":90,""wholesale_price"":0},{""id"":19465,""attribute"":""A4, Yellow"",""sku"":""FBS"",""cost_price"":0,""price"":67.5,""wholesale_price"":0},{""id"":19464,""attribute"":""A4, Red"",""sku"":""FBS"",""cost_price"":0,""price"":67.5,""wholesale_price"":0},{""id"":19463,""attribute"":""A4, Green"",""sku"":""FBS"",""cost_price"":0,""price"":67.5,""wholesale_price"":0},{""id"":19462,""attribute"":""A4, White"",""sku"":""FBSFCORW"",""cost_price"":0,""price"":67.5,""wholesale_price"":0},{""id"":19459,""attribute"":""A4, Blue"",""sku"":""FBSFCORB"",""cost_price"":0,""price"":67.5,""wholesale_price"":0}]"
OSCPBC,"Bulldog Clip 6 PCS",0.00,0.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,"[{""id"":19486,""attribute"":""63 MM"",""sku"":""OFBC63"",""cost_price"":0,""price"":81.6,""wholesale_price"":0},{""id"":19485,""attribute"":""50 MM"",""sku"":""OFBC50"",""cost_price"":0,""price"":66,""wholesale_price"":0},{""id"":19484,""attribute"":""31 MM"",""sku"":""OFBC31"",""cost_price"":0,""price"":30,""wholesale_price"":0}]"
FBF,"Box File 3 Inch",0.00,0.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,"[{""id"":19751,""attribute"":""Yellow"",""sku"":""FBF"",""cost_price"":0,""price"":523.2,""wholesale_price"":0},{""id"":19750,""attribute"":""Red"",""sku"":""FBF"",""cost_price"":0,""price"":523.2,""wholesale_price"":0},{""id"":19749,""attribute"":""Green"",""sku"":""FBFG"",""cost_price"":0,""price"":523.2,""wholesale_price"":0},{""id"":19748,""attribute"":""Blue"",""sku"":""FBF"",""cost_price"":0,""price"":523.2,""wholesale_price"":0},{""id"":19747,""attribute"":""Black"",""sku"":""FBF"",""cost_price"":0,""price"":523.2,""wholesale_price"":0}]"
FOFS,"File Separator",0.00,0.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,"[{""id"":19757,""attribute"":""1 TO 12"",""sku"":""FOFS12"",""cost_price"":0,""price"":237,""wholesale_price"":0},{""id"":19756,""attribute"":""1 TO 10"",""sku"":""FOFS10"",""cost_price"":0,""price"":207,""wholesale_price"":0}]"
PR,"Plastic Ruller",0.00,0.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,"[{""id"":19767,""attribute"":""30 CM"",""sku"":""RR30"",""cost_price"":0,""price"":672.31,""wholesale_price"":0},{""id"":19766,""attribute"":""15 CM"",""sku"":""RR15"",""cost_price"":0,""price"":320.95,""wholesale_price"":0}]"
GLBG,"Binder Gum",0.00,0.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,"[{""id"":19776,""attribute"":""500 ML"",""sku"":""GLBG500"",""cost_price"":0,""price"":165.6,""wholesale_price"":0},{""id"":19775,""attribute"":""50 ML"",""sku"":""GLBG"",""cost_price"":0,""price"":75,""wholesale_price"":0},{""id"":19774,""attribute"":""4 L"",""sku"":""GLBG4L"",""cost_price"":0,""price"":1500,""wholesale_price"":0},{""id"":19773,""attribute"":""25 L"",""sku"":""GLBG25L"",""cost_price"":0,""price"":11850,""wholesale_price"":0},{""id"":19772,""attribute"":""200 ML"",""sku"":""GLBG200"",""cost_price"":0,""price"":105.6,""wholesale_price"":0},{""id"":19771,""attribute"":""100 ML"",""sku"":""GLBG"",""cost_price"":0,""price"":0,""wholesale_price"":0},{""id"":19770,""attribute"":""1 L"",""sku"":""GLBG1000"",""cost_price"":0,""price"":345.6,""wholesale_price"":0}]"
KLPCS,"Painting Card With Sand",0.00,0.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,"[{""id"":19780,""attribute"":""Small"",""sku"":""KLPCSS"",""cost_price"":0,""price"":90,""wholesale_price"":0},{""id"":19779,""attribute"":""Large"",""sku"":""KLPCSL"",""cost_price"":0,""price"":120,""wholesale_price"":0}]"
BOBB1316,"Birthday Foil Banner",336.00,308.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,[]
APFP6,"Fabric Paint 6 Color",780.00,715.00,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
STCSN3D,"3D Nail Art Sticker - Face Gem 12 Pcs Mix Pack (NY-020)",2675.00,2178.00,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
STRD3D,"Room Decor 3D Sticker",0.00,93.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,"[{""id"":19867,""attribute"":""Butterfly"",""sku"":""STRD3DBF"",""cost_price"":0,""price"":102,""wholesale_price"":0},{""id"":19866,""attribute"":""Unicorn"",""sku"":""STRD3DU"",""cost_price"":0,""price"":102,""wholesale_price"":0},{""id"":19865,""attribute"":""Kuromi"",""sku"":""STRD3DK"",""cost_price"":0,""price"":102,""wholesale_price"":0},{""id"":19864,""attribute"":""Hello Kitty"",""sku"":""STRD3DHK"",""cost_price"":0,""price"":102,""wholesale_price"":0},{""id"":19863,""attribute"":""Cinnamoroll"",""sku"":""STRD3DCR"",""cost_price"":0,""price"":102,""wholesale_price"":0},{""id"":19862,""attribute"":""Cars"",""sku"":""STRD3DC"",""cost_price"":0,""price"":102,""wholesale_price"":0}]"
PP2523,"Pencil Purse",0.00,643.50,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,"[{""id"":19874,""attribute"":""Pink"",""sku"":""PP2523P"",""cost_price"":0,""price"":702,""wholesale_price"":0},{""id"":19873,""attribute"":""Purple"",""sku"":""PP2523PU"",""cost_price"":0,""price"":702,""wholesale_price"":0},{""id"":19871,""attribute"":""Blue"",""sku"":""PP2523B"",""cost_price"":0,""price"":702,""wholesale_price"":0}]"
PP1194,"Pencil Purse Kuromi",0.00,489.50,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,"[{""id"":19879,""attribute"":""Purple"",""sku"":""PP1194PU"",""cost_price"":0,""price"":534,""wholesale_price"":0},{""id"":19878,""attribute"":""Pink"",""sku"":""PP1194PI"",""cost_price"":0,""price"":534,""wholesale_price"":0},{""id"":19877,""attribute"":""Blue"",""sku"":""PP1194B"",""cost_price"":0,""price"":534,""wholesale_price"":0}]"
BCBHN,"Handle Bag With Net",0.00,682.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,"[{""id"":19883,""attribute"":""Small"",""sku"":""BCBHNS"",""cost_price"":0,""price"":744,""wholesale_price"":0},{""id"":19882,""attribute"":""Large"",""sku"":""BCBHNL"",""cost_price"":0,""price"":744,""wholesale_price"":0}]"
BCBHC,"Handle Bag with Cartoon",564.00,517.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,[]
STSTSM,"Smile Star Sticker",144.00,132.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,[]
PPL,"Pencil Purse Labubu (H363)",0.00,0.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,"[{""id"":19892,""attribute"":""Purple"",""sku"":""PPLBPU"",""cost_price"":0,""price"":0,""wholesale_price"":0},{""id"":19891,""attribute"":""Pink"",""sku"":""PPLBP"",""cost_price"":0,""price"":0,""wholesale_price"":0},{""id"":19890,""attribute"":""Blue"",""sku"":""PPLB"",""cost_price"":0,""price"":0,""wholesale_price"":0}]"
PPST,"Pencil Purse Stitch",0.00,0.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,"[{""id"":19897,""attribute"":""Purple"",""sku"":""PPSTPU"",""cost_price"":0,""price"":0,""wholesale_price"":0},{""id"":19896,""attribute"":""Pink"",""sku"":""PPSTP"",""cost_price"":0,""price"":0,""wholesale_price"":0},{""id"":19895,""attribute"":""Blue"",""sku"":""PPSTB"",""cost_price"":0,""price"":0,""wholesale_price"":0}]"
PPP,"Pencil Purse Princess (H437)",0.00,0.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,"[{""id"":19908,""attribute"":""Purple"",""sku"":""PPPPU"",""cost_price"":0,""price"":0,""wholesale_price"":0},{""id"":19907,""attribute"":""Pink"",""sku"":""PPP"",""cost_price"":0,""price"":0,""wholesale_price"":0},{""id"":19906,""attribute"":""Blue"",""sku"":""PPP"",""cost_price"":0,""price"":0,""wholesale_price"":0}]"
BPB,"Plain Balloon",0.00,0.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,"[{""id"":19933,""attribute"":""20 PCS, Yellow"",""sku"":""BPB"",""cost_price"":0,""price"":192,""wholesale_price"":0},{""id"":19932,""attribute"":""20 PCS, Red"",""sku"":""BPB"",""cost_price"":0,""price"":192,""wholesale_price"":0},{""id"":19931,""attribute"":""20 PCS, Purple"",""sku"":""BPB"",""cost_price"":0,""price"":192,""wholesale_price"":0},{""id"":19930,""attribute"":""20 PCS, Orange"",""sku"":""BPB"",""cost_price"":0,""price"":192,""wholesale_price"":0},{""id"":19929,""attribute"":""20 PCS, Green"",""sku"":""BPB"",""cost_price"":0,""price"":192,""wholesale_price"":0},{""id"":19928,""attribute"":""20 PCS, Gold"",""sku"":""BPB20G"",""cost_price"":0,""price"":192,""wholesale_price"":0},{""id"":19927,""attribute"":""20 PCS, White"",""sku"":""BPB"",""cost_price"":0,""price"":192,""wholesale_price"":0},{""id"":19926,""attribute"":""20 PCS, Silver"",""sku"":""BPB"",""cost_price"":0,""price"":192,""wholesale_price"":0},{""id"":19925,""attribute"":""20 PCS, Pink"",""sku"":""BPB"",""cost_price"":0,""price"":192,""wholesale_price"":0},{""id"":19924,""attribute"":""20 PCS, Blue"",""sku"":""BPB20BL"",""cost_price"":0,""price"":192,""wholesale_price"":0},{""id"":19923,""attribute"":""20 PCS, Black"",""sku"":""BPB20B"",""cost_price"":0,""price"":192,""wholesale_price"":0},{""id"":19922,""attribute"":""100 PCS, Yellow"",""sku"":""BPB"",""cost_price"":0,""price"":630,""wholesale_price"":0},{""id"":19921,""attribute"":""100 PCS, Red"",""sku"":""BPB"",""cost_price"":0,""price"":630,""wholesale_price"":0},{""id"":19920,""attribute"":""100 PCS, Purple"",""sku"":""BPB"",""cost_price"":0,""price"":630,""wholesale_price"":0},{""id"":19919,""attribute"":""100 PCS, Orange"",""sku"":""BPB"",""cost_price"":0,""price"":630,""wholesale_price"":0},{""id"":19918,""attribute"":""100 PCS, Green"",""sku"":""BPB9SGR"",""cost_price"":0,""price"":630,""wholesale_price"":0},{""id"":19917,""attribute"":""100 PCS, Gold"",""sku"":""BPB"",""cost_price"":0,""price"":630,""wholesale_price"":0},{""id"":19916,""attribute"":""100 PCS, White"",""sku"":""BPB9SW"",""cost_price"":0,""price"":630,""wholesale_price"":0},{""id"":19915,""attribute"":""100 PCS, Silver"",""sku"":""BPB"",""cost_price"":0,""price"":630,""wholesale_price"":0},{""id"":19914,""attribute"":""100 PCS, Pink"",""sku"":""BPB"",""cost_price"":0,""price"":630,""wholesale_price"":0},{""id"":19913,""attribute"":""100 PCS, Blue"",""sku"":""BPB"",""cost_price"":0,""price"":630,""wholesale_price"":0},{""id"":19912,""attribute"":""100 PCS, Black"",""sku"":""BPB9SBL"",""cost_price"":0,""price"":630,""wholesale_price"":0}]"
APWCCV12,"Vneed Watercolor Cake",282.00,258.50,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,[]
APPC12,"Zero Color Pencil 12 PCS",357.60,327.80,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,[]
LBLDY,"Lunch Box Dayana",234.00,214.50,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,[]
STWLLPH,"Wall Sticker Large AQG",0.00,330.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,"[{""id"":19995,""attribute"":""Princess"",""sku"":""STWLLPH"",""cost_price"":0,""price"":360,""wholesale_price"":0},{""id"":19994,""attribute"":""Poo"",""sku"":""STWLLPOO"",""cost_price"":0,""price"":360,""wholesale_price"":0},{""id"":19993,""attribute"":""Micky"",""sku"":""STWLLPH"",""cost_price"":0,""price"":360,""wholesale_price"":0}]"
PEN10,"Ten Plus Pen 50 PCS",0.00,0.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,"[{""id"":20162,""attribute"":""Red"",""sku"":""PEN10R"",""cost_price"":0,""price"":990,""wholesale_price"":0},{""id"":20161,""attribute"":""Blue"",""sku"":""PEN10B"",""cost_price"":0,""price"":990,""wholesale_price"":0},{""id"":20160,""attribute"":""Black"",""sku"":""PEN10BL"",""cost_price"":0,""price"":990,""wholesale_price"":0}]"
MIWBG,"White Board Marker Ink",0.00,0.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,"[{""id"":20167,""attribute"":""Red"",""sku"":""MIWBGR"",""cost_price"":0,""price"":180,""wholesale_price"":0},{""id"":20166,""attribute"":""Blue"",""sku"":""MIWBGB"",""cost_price"":0,""price"":180,""wholesale_price"":0},{""id"":20165,""attribute"":""Black"",""sku"":""MIWBGBL"",""cost_price"":0,""price"":180,""wholesale_price"":0}]"
PNCB,"Brick Pencil Round",0.00,0.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,"[{""id"":20173,""attribute"":""Small"",""sku"":""PNCB223"",""cost_price"":0,""price"":196.8,""wholesale_price"":0},{""id"":20172,""attribute"":""Large"",""sku"":""PNCB226"",""cost_price"":0,""price"":277.2,""wholesale_price"":0}]"
STNC12,"Fancy Note Book",0.00,352.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,"[{""id"":20191,""attribute"":""Purple"",""sku"":""STNC12"",""cost_price"":0,""price"":384,""wholesale_price"":0},{""id"":20190,""attribute"":""Pink"",""sku"":""STNC12"",""cost_price"":0,""price"":384,""wholesale_price"":0},{""id"":20189,""attribute"":""Blue"",""sku"":""STNC12"",""cost_price"":0,""price"":384,""wholesale_price"":0}]"
OSCS9113CH,"Continuous Paper 9.5 x 11-3 Ply CHP",8430.00,7.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,[]
OSCS9112,"Continuous Paper 9.5 x 11-2 Ply",12374.40,11.00,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,[]
WBJ290,"Water Bottle J290",1320.00,1072.50,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,[]
WBGP506,"Glass Water Bottle (WBGP506)",780.00,632.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
WBGP501,"Glass Water Bottle (WBGP501)",335.00,328.90,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
WBGP502,"Glass Water Bottle (WBGP502)",780.00,632.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
WBGP503,"Glass Water Bottle (WBGP503)",780.00,632.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
WBGP504,"Glass Water Bottle (WBGP504)",780.00,632.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
WBGP505,"Glass Water Bottle (WBGP505)",780.00,632.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
WBGP507,"Glass Water Bottle (WBGP507)",780.00,632.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
WBGP508,"Glass Water Bottle (WBGP508)",780.00,632.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
WBGP509,"Glass Water Bottle (WBGP509)",780.00,632.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
WBGP510,"Glass Water Bottle (WBGP510)",780.00,632.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
WBGP511,"Glass Water Bottle (WBGP511)",780.00,632.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
WBGP512,"Glass Water Bottle (WBGP512)",780.00,632.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
WBGP513,"Glass Water Bottle (WBGP513)",780.00,632.50,0.00,0,,,,,,,5,pcs,inactive,,0.00,0.00,,[]
MB20242,"Magnet Box 20242",670.00,544.50,0.00,0,,,,,,,5,pcs,active,,0.00,0.00,,[]
TEST-SKU-001,"Falcon Luxury Blue Ink Pen",250.00,0.00,0.00,45,"Fine line executive pen with smooth ink output. Managed by Curtiss ERP.",,"Pens and Pencils",,,,5,pcs,active,,0.00,0.00,,[]
PM,"Permanant Marker",150.00,0.00,0.00,0,,,,,"Main Warehouse","Global Star",5,pcs,active,,0.00,0.00,,[]
WCC12,"Watercolor Cake 12",150.00,0.00,0.00,0,,,,,"Main Warehouse","Falcon Stationary PVT LTD",5,pcs,active,,0.00,0.00,,[]
MWC,"Master Water Color Tube",150.00,150.00,150.00,1000,,,"Arts and Crafts",,"Main Warehouse","Falcon Stationary PVT LTD",5,pcs,active,,0.00,0.00,,[]
CCP,"Test WooCom",500.00,0.00,0.00,0,,,,,,"Falcon Stationary PVT LTD",5,pcs,active,,0.00,0.00,,[]
